PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate,pitcher_cape_team
269.0,2025-03-12,19:51:37.93,3.0,4.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Kamerer, Tyler",10295880.0,Right,MAR_THU,Undefined,7,Bottom,1,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.40176,-1.687041,-4.24718,1872.889457,232.143643,1:45,5.70071,1.3788,6.38841,-20.471,11.94386,13.95839,2.43835,-1.37168,83.98221,-5.569102,-1.726751,0.409773,,,,,,,,,,,,-8.48213,7.04961,-1.07886,50.0,5.56963,9.35827,-133.88188,-4.56928,-15.30827,30.43073,-19.45115,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,f0a6a990-ff9c-11ef-8db4-414bdca26871,91.98372,,,8.41955,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:51:37.93,2025-03-12 23:51:37.936537600+00:00,2025-03-12 23:51:37.936537600+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,cde7cc32-955c-4b8c-bc81-0762b6c19e75,54.10765,-134.8123,15.21536,5.70024,-3.97456,-9.72557,-1.37215,9.82632,-7.65414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
270.0,2025-03-12,19:51:57.45,3.0,5.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Kamerer, Tyler",10295880.0,Right,MAR_THU,Undefined,7,Bottom,1,2,2,ChangeUp,Slider,InPlay,Undefined,GroundBall,Out,1,0,,84.33555,0.173045,-2.147437,1754.884188,98.535139,9:15,5.5822,1.66761,6.02572,-38.14349,1.49295,-0.5965,2.56395,-0.37182,76.32027,-6.907115,-2.25475,0.453126,92.43502,-20.670266,-3.154547,,,,,7.44886,7.44886,1.094483,0.046449,-0.38846,1.12776,-1.49932,50.0,5.57531,4.61053,-122.32409,-0.88237,-0.5794,27.6467,-30.49198,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,fc1d62a0-ff9c-11ef-8db4-414bdca26871,83.1832,2.22678,,8.01528,,,,1.55419,2.22678,0.46708,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:51:57.45,2025-03-12 23:51:57.454182400+00:00,2025-03-12 23:51:57.454182400+00:00,GroundBall,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,c972a3a8-964f-44b4-ac3f-764db5e5b3ce,54.47001,-123.33023,13.82335,5.58723,0.22732,-15.24599,-1.66749,4.63161,-0.2897,180.0,1.5525,126.87703,,,,,,,,2.22741,-47.94025,,,,,,,,0.46717,-6.99257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2025-03-13,Yarmouth-Dennis
271.0,2025-03-12,19:52:36.41,4.0,1.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Leon, Eddie",1000124389.0,Right,MAR_THU,Undefined,7,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.4049,-0.397491,-4.006738,1652.43486,235.621323,1:45,5.66765,1.45568,6.25572,-21.55714,10.86205,14.34111,3.50379,-1.04989,84.17065,-4.466521,-1.423106,0.4098,,,,,,,,,,,,-8.53752,6.06449,-1.16457,50.0,5.62749,8.77818,-134.00389,-1.61107,-15.49455,29.47151,-21.16777,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,13512c90-ff9d-11ef-8db4-414bdca26871,91.97755,,,8.23425,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:52:36.41,2025-03-12 23:52:36.412928+00:00,2025-03-12 23:52:36.412928+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,40213b06-4cfd-4f63-b068-eb6c8c8b93c8,54.241,-134.93339,14.73576,5.66778,-0.94346,-10.58388,-1.44913,9.26686,-7.74727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
272.0,2025-03-12,19:52:55.66,4.0,2.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Leon, Eddie",1000124389.0,Right,MAR_THU,Undefined,7,Bottom,2,1,0,Cutter,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.09923,0.449454,-2.269004,1550.162533,355.404266,5:45,5.55685,1.40941,5.95135,-48.15944,-7.1967,0.69453,1.96073,-0.63813,75.36995,-8.411954,-2.144092,0.460645,,,,,,,,,,,,-1.09287,-3.34134,-1.22935,50.0,5.5663,4.74781,-120.52986,-0.70236,-1.58147,26.98669,-37.00926,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,1ec8a8f0-ff9d-11ef-8db4-414bdca26871,81.82544,,,7.72928,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:52:55.66,2025-03-12 23:52:55.660288+00:00,2025-03-12 23:52:55.660288+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,277136c1-03ff-49d4-a92e-178c6c009fcf,54.54525,-121.54328,13.49334,5.56658,0.68744,-18.50463,-1.40876,4.80719,-0.79073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
273.0,2025-03-12,19:53:15.92,4.0,3.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Leon, Eddie",1000124389.0,Right,MAR_THU,Undefined,7,Bottom,2,1,1,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.63213,0.40197,-2.324473,1701.764646,10.74312,6:15,5.62066,1.40651,5.87474,-38.20183,1.14158,-0.03303,2.81082,-0.7563,77.02218,-6.655136,-2.330398,0.451448,,,,,,,,,,,,-0.68559,0.89268,-1.21853,50.0,5.63139,4.98505,-122.77543,-0.43875,-1.03776,26.19221,-30.82282,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,2acd9840-ff9d-11ef-8db4-414bdca26871,83.49237,,,7.60995,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:53:15.92,2025-03-12 23:53:15.924172800+00:00,2025-03-12 23:53:15.924172800+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,f8765b3b-a3db-4fcc-9a2a-ff9d746334a7,54.62095,-123.75731,13.0961,5.62618,0.71672,-15.41141,-1.40614,5.02396,-0.51888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
274.0,2025-03-12,19:53:36.40,4.0,4.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Leon, Eddie",1000124389.0,Right,MAR_THU,Undefined,7,Bottom,2,1,2,ChangeUp,Slider,InPlay,Undefined,GroundBall,Single,0,1,,85.93472,0.347619,-2.223433,1670.941418,303.734711,4:00,5.69594,1.23406,5.95986,-37.90116,0.17039,1.67185,2.86009,-0.68938,78.10948,-6.663645,-1.923018,0.444091,100.606,6.486031,-21.68996,1720.540997,,,,137.01998,134.88099,-25.081549,1.047232,-1.54854,0.32469,-1.05853,50.0,5.70234,4.77517,-124.71018,-0.52511,-2.41331,27.52132,-31.66802,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,3703a9b0-ff9d-11ef-8db4-414bdca26871,84.87555,6.4741,,7.82525,,,,2.47751,2.93748,0.6819,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:53:36.40,2025-03-12 23:53:36.403200+00:00,2025-03-12 23:53:36.403200+00:00,LineDrive,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,9bb6d1bf-fa33-4b0e-b200-fc612ed6140e,54.53771,-125.70758,13.76066,5.70057,0.62258,-15.83401,-1.23318,4.86263,-1.20666,82.722472,2.47751,136.23048,-22.79565,4.23596,-0.9475,0.29383,-0.16418,0.06545,-0.00837,2.93748,16.66799,-20.51179,2.21091,-0.44912,0.10251,-0.02492,0.00548,-0.00029,0.68189,-54.18481,-3.73267,2.46513,-0.89615,0.42699,-0.26631,0.11498,-0.01851,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2025-03-13,Yarmouth-Dennis
275.0,2025-03-12,19:54:35.43,5.0,1.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Halter, Jackson",822961.0,Left,MAR_THU,Undefined,7,Bottom,2,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.00894,-2.576633,-2.664241,1738.548106,225.116873,1:30,5.73857,1.29909,6.48722,-20.42194,13.98284,12.97662,1.66707,-0.06723,81.83405,-6.43986,-0.310127,0.422164,,,,,,,,,,,,-7.52622,8.34689,-1.11751,50.0,5.54839,5.51867,-129.2565,-6.39801,-12.77957,26.0133,-18.00092,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,5a3b9fa0-ff9d-11ef-8db4-414bdca26871,89.28398,,,7.17489,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:54:35.43,2025-03-12 23:54:35.439052800+00:00,2025-03-12 23:54:35.439052800+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,e5cad428-e658-4884-b9fc-9a7d4e64d231,54.01109,-130.06124,13.00665,5.73771,-5.84114,-9.00046,-1.29435,5.91401,-6.38979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
276.0,2025-03-12,19:55:15.77,5.0,2.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Halter, Jackson",822961.0,Left,MAR_THU,Undefined,7,Bottom,2,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.24859,-2.23369,-3.207583,1952.621052,231.872941,1:45,5.63868,1.36546,6.47541,-20.53635,12.50308,14.52583,1.87193,-0.37256,83.13566,-6.130842,-0.574714,0.413702,,,,,,,,,,,,-8.52682,7.52859,-1.14551,50.0,5.47208,6.83477,-132.36918,-5.76825,-15.05194,29.59281,-18.88423,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,7247ef40-ff9d-11ef-8db4-414bdca26871,91.11011,,,8.11293,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:55:15.77,2025-03-12 23:55:15.778201600+00:00,2025-03-12 23:55:15.778201600+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,9fdfbac6-4f80-49eb-ba38-4956e9198c15,54.02159,-133.26523,14.7964,5.63808,-5.19645,-9.44212,-1.35936,7.29053,-7.52597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
277.0,2025-03-12,19:55:36.88,5.0,3.0,"Brown, Jake",10170464.0,Right,CEN_MIC,"Halter, Jackson",822961.0,Left,MAR_THU,Undefined,7,Bottom,2,0,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.04863,-1.058763,-3.193961,1729.915537,225.734511,1:30,5.69528,1.61536,6.1649,-19.22123,13.4843,12.75863,3.11391,-0.27471,84.00138,-4.698434,-0.896226,0.411606,,,,,,,,,,,,-7.46768,7.58335,-1.37937,50.0,5.60504,6.91145,-133.57543,-3.06155,-13.48188,28.97414,-18.48335,MAR_THU,CEN_MIC,JackCookField,D1,SBELT,20250312-JackCookField-1,7edfa8b0-ff9d-11ef-8db4-414bdca26871,91.57397,,,8.04725,,,,,,,15297fc9-2c92-45ff-b06d-332e89445d19,2025-03-12,23:55:36.88,2025-03-12 23:55:36.888985600+00:00,2025-03-12 23:55:36.888985600+00:00,,v3,471347,471268,,"Wright, Aydin",1000243631.0,Right,CEN_MIC,57189875-841f-4c23-8962-437b215e3044,54.3318,-134.51176,14.48707,5.69432,-2.46424,-9.24168,-1.60976,7.34714,-6.74094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-13,Yarmouth-Dennis
1.0,2025-03-18,18:02:43.91,1.0,1.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Kennell, Ryan",805506.0,Right,GAR_RUN,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.75799,-2.884155,-3.923358,2359.676026,219.644049,1:15,5.73173,1.24239,5.92367,-16.42276,17.03769,13.17599,1.67833,-1.3059,83.48565,-6.008222,-1.564128,0.41633,,,,,,,,,,,,-7.85788,9.89229,-0.93541,50.0,5.49097,8.52951,-132.80257,-7.19251,-13.97622,29.51883,-14.57933,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,b6dab880-0444-11f0-81bf-2f60fa501f98,90.53507,,,8.27234,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:02:43.91,2025-03-18 22:02:43.911526400+00:00,2025-03-18 22:02:43.911526400+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,4e5a3e9d-186c-46cc-aaa0-abfaa8223886,54.57376,-133.81534,14.75942,5.72917,-6.6923,-7.28967,-1.23628,9.00903,-6.98811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
2.0,2025-03-18,18:02:57.69,1.0,2.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Kennell, Ryan",805506.0,Right,GAR_RUN,Undefined,1,Top,0,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.69861,0.200594,-3.924097,1744.807039,251.860123,2:30,5.39079,1.65627,6.14075,-33.19246,6.73024,16.36993,2.81057,-0.61165,75.95036,-6.000597,-0.97943,0.454759,,,,,,,,,,,,-9.55575,3.85232,-1.3646,50.0,5.38931,7.67022,-121.29743,-0.6093,-14.1212,25.5221,-26.48116,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,bf146f00-0444-11f0-81bf-2f60fa501f98,82.88441,,,7.74825,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:02:57.69,2025-03-18 22:02:57.693849600+00:00,2025-03-18 22:02:57.693849600+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,de4bcd5a-1063-4458-ad66-496431bff1e5,54.35634,-122.2106,12.76105,5.39416,0.33819,-13.24058,-1.64808,8.17547,-7.0606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
3.0,2025-03-18,18:03:12.51,1.0,3.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Kennell, Ryan",805506.0,Right,GAR_RUN,Undefined,1,Top,0,1,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.59356,0.000898,-3.426927,1869.95629,275.637193,3:15,5.19948,1.78462,5.97551,-41.04884,-0.5902,20.63765,1.77957,0.32379,75.65537,-7.594763,0.282141,0.457801,,,,,,,,,,,,-11.81146,0.04035,-1.52518,50.0,5.17661,6.46133,-121.19342,-1.34372,-17.29006,27.17075,-32.11496,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,c7ea1760-0444-11f0-81bf-2f60fa501f98,82.33361,,,7.93819,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:03:12.51,2025-03-18 22:03:12.518451200+00:00,2025-03-18 22:03:12.518451200+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,deae9b6b-7573-4dca-9854-0b80900213e1,54.52518,-122.20372,13.58537,5.20438,-0.14957,-16.05748,-1.77739,7.10423,-8.64503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
4.0,2025-03-18,18:03:36.38,1.0,4.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Kennell, Ryan",805506.0,Right,GAR_RUN,Undefined,1,Top,0,1,2,Curveball,Slider,HitByPitch,Undefined,Undefined,Undefined,0,0,,82.52941,1.820327,1.017457,2528.48053,78.394585,8:30,5.52086,1.75373,5.31415,-44.17479,-1.05496,-13.50761,3.54897,1.58314,73.48648,-6.309039,-1.381854,0.472618,,,,,,,,,,,,7.19158,-0.79,-1.83549,50.0,5.65398,-1.55297,-119.41724,2.21755,10.07171,29.45344,-33.28041,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,d620dad0-0444-11f0-81bf-2f60fa501f98,79.75249,,,9.04294,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:03:36.38,2025-03-18 22:03:36.389324800+00:00,2025-03-18 22:03:36.389324800+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,a1cf6cd0-481a-496e-a55c-2a0cbd5c85e0,55.18326,-120.68888,14.72672,5.52721,3.65442,-16.64021,-1.75905,-1.98782,5.03586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
5.0,2025-03-18,18:04:13.76,2.0,1.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Carter, Merik",10052708.0,Left,GAR_RUN,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.6488,-2.973891,-2.237482,2318.645741,231.532221,1:45,5.55255,1.57788,6.05353,-21.04481,12.92745,14.8593,1.04143,0.74396,82.81105,-6.923728,0.438167,0.419502,,,,,,,,,,,,-8.30284,7.85619,-1.41178,50.0,5.30974,4.51323,-131.45895,-7.49837,-14.47934,28.76315,-18.4736,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,ec638e00-0444-11f0-81bf-2f60fa501f98,89.85052,,,7.83775,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:04:13.76,2025-03-18 22:04:13.760102400+00:00,2025-03-18 22:04:13.760102400+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,978ee97a-38c9-4977-a97c-52e638071f0e,54.44519,-132.42799,14.38157,5.55188,-6.87599,-9.2368,-1.57205,5.00104,-7.23967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
6.0,2025-03-18,18:04:30.92,2.0,2.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Carter, Merik",10052708.0,Left,GAR_RUN,Undefined,1,Top,0,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.8498,-0.67782,-3.86915,1849.540675,270.023694,3:00,5.22519,1.8886,6.49165,-37.98687,1.36949,19.25477,1.43592,-0.06417,76.12544,-7.773805,-0.377016,0.451522,,,,,,,,,,,,-11.26949,1.35484,-1.62471,50.0,5.16141,7.50833,-121.60409,-2.59039,-16.66263,26.64563,-30.17084,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,f6a4ad40-0444-11f0-81bf-2f60fa501f98,83.47864,,,7.72436,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:04:30.92,2025-03-18 22:04:30.924390400+00:00,2025-03-18 22:04:30.924390400+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,15b6f201-ffe8-4770-ba80-1c3649dc94c2,54.00756,-122.47907,13.32282,5.23021,-1.59965,-15.08542,-1.88025,8.05549,-8.33131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
7.0,2025-03-18,18:05:07.43,2.0,3.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Carter, Merik",10052708.0,Left,GAR_RUN,Undefined,1,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.26102,-0.597742,-3.979512,1754.855606,291.104222,3:45,5.24795,1.78747,6.20137,-43.52097,-3.87851,13.78497,1.06809,-0.7431,76.23836,-8.651753,-1.492732,0.45316,,,,,,,,,,,,-8.46398,-1.39579,-1.49469,50.0,5.18144,7.95925,-122.06799,-2.69655,-12.53618,28.14607,-34.24136,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,0c6a1a20-0445-11f0-81bf-2f60fa501f98,83.17686,,,8.02266,,,,,,,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:05:07.43,2025-03-18 22:05:07.439001600+00:00,2025-03-18 22:05:07.439001600+00:00,,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,76d933f2-1b0d-413e-a5e8-4e2fe1224d5e,54.29762,-123.05493,14.07303,5.25494,-1.49588,-17.12068,-1.78149,8.39883,-6.26809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-19,Yarmouth-Dennis
8.0,2025-03-18,18:05:50.36,2.0,4.0,"Hernandez, Alex",815415.0,Right,GIT_YEL,"Carter, Merik",10052708.0,Left,GAR_RUN,Undefined,1,Top,0,2,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,91.10866,-1.545752,-3.026242,2371.838953,199.91172,12:45,5.61831,1.55693,5.91206,-15.72839,18.17257,6.16689,2.8706,-0.74052,82.71478,-4.557035,-1.921398,0.419061,75.80055,63.241424,4.490036,,108.28552,98.63149,-19.34528,144.56787,67.90256,-11.34945,5.466155,-4.07658,10.12599,-1.31763,50.0,5.48535,6.72022,-132.0858,-4.02422,-7.15327,29.90829,-14.40571,GIT_YEL,GAR_RUN,GeorgiaTech,D1,ACC,20250318-GeorgiaTech-1,25fcbba0-0445-11f0-81bf-2f60fa501f98,89.94496,121.71814,,8.39388,,,,1.75113,2.82752,0.59391,4bff8d51-a414-4ac8-8afb-07d0665363b5,2025-03-18,22:05:50.36,2025-03-18 22:05:50.366873600+00:00,2025-03-18 22:05:50.366873600+00:00,Popup,v3,100,471504,18 March 2025 18:00-gardwebb@gatech,"Lackey, Vahn",822518.0,Right,GIT_YEL,ae03c5d9-c004-4611-8c22-a56ea570f24b,54.58612,-133.12019,14.95414,5.61592,-3.52599,-7.20285,-1.55433,6.96762,-3.57664,162.016581,1.75528,49.79911,-13.67614,3.43237,-0.21329,-0.1816,0.06605,-0.00927,0.00048,2.81118,99.56496,-26.22181,4.00643,-1.4142,0.41903,-0.0753,0.0068,-0.00023,0.59113,3.94748,-7.34383,2.6897,-0.54387,0.01976,0.01832,-0.00384,0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,2025-03-19,Yarmouth-Dennis
